Unnamed: 0,brand,name,year,model,seat,fuel,capacity,origin,gear,price
2868,Ford,Ford Everest Titanium Plus 2.0L 4x4 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1468000000
2869,VinFast,VinFast VF5 Plus - 2023,2023,Hatchback,5,Điện,0.0,Lắp ráp trong nước,Số tự động,428000000
2870,Toyota,Toyota Corolla altis 1.8G - 2022,2022,Sedan,5,Xăng,1.8,Nhập khẩu,Số tự động,689000000
2871,VinFast,VinFast VF5 - 2023,2023,Crossover,5,Điện,0.0,Lắp ráp trong nước,Số tự động,428000000
2872,Toyota,Toyota Innova G 2.0 AT - 2022,2022,Crossover,8,Xăng,2.0,Lắp ráp trong nước,Số tự động,850000000
2873,VinFast,VinFast Lux SA 2.0 Nâng cao - 2022,2022,SUV,7,Xăng,2.0,Lắp ráp trong nước,Số tự động,1168000000
2874,Mitsubishi,Mitsubishi Triton 4x2 AT - 2022,2022,Bán tải / Pickup,5,Dầu,2.4,Nhập khẩu,Số tự động,595000000
2875,Ford,Ford Territory Trend 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,822000000
2876,Ford,Ford Everest Titanium 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1251000000
2877,Toyota,Toyota Camry 2.5Q - 2022,2022,Sedan,5,Xăng,2.5,Nhập khẩu,Số tự động,1370000000
2878,Mazda,Mazda CX5 2.0 Luxury - 2022,2022,SUV,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,799000000
2879,Ford,Ford Everest Titanium 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1289000000
2880,Isuzu,Isuzu FRR90N (FRR650) - 2022,2022,Truck,3,Dầu,0.0,Lắp ráp trong nước,Số tay,895000000
2881,Hyundai,Hyundai SantaFe Cao cấp 2.2L HTRAC - 2023,2023,SUV,7,Dầu,2.2,Lắp ráp trong nước,Số tự động,1375000000
2882,Ford,Ford Everest Titanium 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1299000000
2883,Ford,Ford Territory Trend 1.5 AT - 2022,2022,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,822000000
2884,Toyota,Toyota Corolla Cross 1.8G - 2023,2023,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,725000000
2885,Ford,Ford Ranger Raptor 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Nhập khẩu,Số tự động,1299000000
2886,Toyota,Toyota Corolla Cross 1.8V - 2022,2022,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,860000000
2887,VinFast,VinFast VF e34 AT - 2022,2022,Crossover,5,Điện,0.1,Lắp ráp trong nước,Số tự động,495000000
2888,Toyota,Toyota Avanza Premio 1.5 AT - 2022,2022,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,588000000
2889,Subaru,Subaru Forester 2.0i-S EyeSight - 2022,2022,SUV,5,Xăng,2.0,Nhập khẩu,Số tự động,999000000
2890,Hyundai,Hyundai Accent 1.4 AT - 2023,2023,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tự động,450000000
2891,Ford,Ford Ranger XLS 2.0L 4x2 MT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tay,665000000
2892,Toyota,Toyota Vios G 1.5 CVT - 2023,2023,Sedan,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,592000000
2893,VinFast,VinFast VF5 Plus - 2023,2023,SUV,5,Điện,0.0,Lắp ráp trong nước,Số tự động,428000000
2894,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,965000000
2895,Toyota,Toyota Corolla Cross 1.8HV - 2022,2022,SUV,5,Hybrid,1.8,Nhập khẩu,Số tự động,905000000
2896,Mazda,Mazda 3 1.5L Deluxe - 2023,2023,Sedan,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,584000000
2897,Mazda,Mazda 3 1.5L Luxury - 2023,2023,Sedan,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,626000000
2898,Mazda,Mazda CX5 Premium 2.0 AT - 2023,2023,SUV,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,804000000
2899,Mazda,Mazda CX5 Luxury 2.0 AT - 2023,2023,SUV,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,784000000
2900,Mazda,Mazda CX5 Deluxe 2.0 AT - 2023,2023,SUV,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,745000000
2901,Toyota,Toyota Camry 2.5HV - 2023,2023,Sedan,5,Hybrid,2.5,Nhập khẩu,Số tự động,1495000000
2902,Toyota,Toyota Fortuner Legender 2.4L 4x2 AT - 2023,2023,SUV,7,Dầu,2.4,Lắp ráp trong nước,Số tự động,1109000000
2903,Mitsubishi,Mitsubishi Outlander Premium 2.0 CVT - 2023,2023,SUV,7,Xăng,2.0,Lắp ráp trong nước,Số tự động,840000000
2904,Ford,Ford Ranger XLS 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,720000000
2905,Ford,Ford Everest Titanium 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1245000000
2906,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,625000000
2907,VinFast,VinFast VF8 Eco - 2023,2023,SUV,5,Điện,0.2,Lắp ráp trong nước,Số tự động,968000000
2908,Hyundai,Hyundai SantaFe Tiêu chuẩn 2.5L - 2022,2022,SUV,7,Xăng,2.5,Lắp ráp trong nước,Số tự động,1030000000
2909,Hyundai,Hyundai Tucson 2.0 AT CRDi Đặc biệt - 2023,2023,Crossover,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,1020000000
2910,Ford,Ford Everest Titanium 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1200000000
2911,Toyota,Toyota Camry 2.5HV - 2023,2023,Sedan,5,Hybrid,2.5,Nhập khẩu,Số tự động,1503000000
2912,Ford,Ford Everest Titanium 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1240000000
2913,Ford,Ford Territory Titanium 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,899000000
2914,Hyundai,Hyundai Accent 1.4 AT Đặc Biệt - 2023,2023,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tự động,508000000
2915,Toyota,Toyota Hilux 2.4L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.4,Nhập khẩu,Số tự động,860000000
2916,Ford,Ford Transit Limousine - 2022,2022,Van/Minivan,10,Dầu,2.2,Lắp ráp trong nước,Số tay,1288000000
2917,Ford,Ford Everest Sport 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1133000000
2918,Hyundai,Hyundai i10 1.2 MT Tiêu Chuẩn - 2023,2023,Hatchback,5,Xăng,1.25,Lắp ráp trong nước,Số tay,360000000
2919,Hyundai,Hyundai SantaFe Cao cấp 2.2L HTRAC - 2023,2023,SUV,7,Dầu,2.2,Lắp ráp trong nước,Số tự động,1220000000
2920,VinFast,VinFast VF8 Eco - 2023,2023,SUV,5,Điện,0.2,Lắp ráp trong nước,Số tự động,790000000
2921,Ford,Ford Territory Titanium 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,870000000
2922,MG,MG 5 Luxury 1.5 AT - 2023,2023,Sedan,5,Xăng,1.5,Nhập khẩu,Số tự động,518000000
2923,Ford,Ford Ranger XLT 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,780000000
2924,VinFast,VinFast VF e34 AT - 2022,2022,Crossover,5,Điện,0.1,Lắp ráp trong nước,Số tự động,495000000
2925,Hyundai,Hyundai SantaFe Cao cấp 2.2L HTRAC - 2022,2022,SUV,7,Dầu,2.2,Lắp ráp trong nước,Số tự động,1185000000
2926,Isuzu,Isuzu QKR 230 - 2022,2022,Truck,3,Dầu,0.0,Lắp ráp trong nước,Số tay,570000000
2927,Toyota,Toyota Fortuner Legender 2.4L 4x2 AT - 2022,2022,SUV,7,Dầu,2.4,Lắp ráp trong nước,Số tự động,1124000000
2928,Toyota,Toyota Veloz Cross 1.5 CVT - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,603000000
2929,Toyota,Toyota Corolla Cross 1.8V - 2023,2023,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,825000000
2930,Hyundai,Hyundai Tucson 2.0 AT Tiêu chuẩn - 2022,2022,Crossover,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,820000000
2931,Toyota,Toyota Corolla Cross 1.8G - 2022,2022,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,685000000
2932,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,910000000
2933,Toyota,Toyota Camry 2.5Q - 2023,2023,Sedan,5,Xăng,2.5,Nhập khẩu,Số tự động,1365000000
2934,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,965000000
2935,Hyundai,Hyundai Accent 1.4 AT Đặc Biệt - 2023,2023,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tự động,516000000
2936,Toyota,Toyota Corolla Cross 1.8G - 2022,2022,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,717000000
2937,Ford,Ford Ranger XLS 2.0L 4x2 MT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tay,627000000
2938,VinFast,VinFast VF e34 AT - 2023,2023,Crossover,5,Điện,0.1,Lắp ráp trong nước,Số tự động,495000000
2939,Mitsubishi,Mitsubishi Xpander Cross 1.5 AT - 2023,2023,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,698000000
2940,Isuzu,Isuzu MU-X B7 Plus 1.9 4X2 AT - 2023,2023,SUV,7,Dầu,1.9,Nhập khẩu,Số tự động,945000000
2941,VinFast,VinFast VF8 Eco - 2023,2023,SUV,5,Điện,0.2,Lắp ráp trong nước,Số tự động,940000000
2942,VinFast,VinFast VF5 Plus - 2023,2023,Hatchback,5,Điện,0.0,Lắp ráp trong nước,Số tự động,428000000
2943,Hyundai,Hyundai Tucson 1.6 AT Turbo HTRAC Đặc biệt - 2023,2023,Crossover,5,Xăng,1.6,Lắp ráp trong nước,Số tự động,1055000000
2944,VinFast,VinFast VF e34 AT - 2023,2023,Crossover,5,Điện,0.1,Lắp ráp trong nước,Số tự động,495000000
2945,Mazda,Mazda CX5 Deluxe 2.0 AT - 2023,2023,SUV,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,759000000
2946,Suzuki,Suzuki Carry Pro Thùng kín - 2022,2022,Truck,2,Xăng,1.5,Nhập khẩu,Số tay,325000000
2947,MG,MG 5 Standard 1.5 AT - 2022,2022,Sedan,5,Xăng,1.5,Nhập khẩu,Số tự động,470000000
2948,Hyundai,Hyundai Stargazer Đặc biệt 1.5 AT - 2023,2023,Van/Minivan,7,Xăng,1.5,Nhập khẩu,Số tự động,530000000
2949,Ford,Ford Ranger XL 2.0L 4x4 MT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tay,619000000
2950,Ford,Ford Transit Limousine - 2022,2022,Van/Minivan,10,Dầu,2.2,Lắp ráp trong nước,Số tay,1188000000
2951,Ford,Ford Everest Titanium 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1286000000
2952,Peugeot,Peugeot 5008 AL 1.6 AT - 2023,2023,SUV,7,Xăng,1.6,Lắp ráp trong nước,Số tự động,1136000000
2953,VinFast,VinFast VF8 Plus - 2023,2023,SUV,5,Điện,0.2,Lắp ráp trong nước,Số tự động,912000000
2954,Mercedes,Mercedes Benz C class C200 Avantgarde - 2023,2023,Sedan,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,1539000000
2955,Ford,Ford Ranger XL 2.0L 4x4 MT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tay,659000000
2956,Hyundai,Hyundai Accent 1.4 AT - 2022,2022,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tự động,445000000
2957,Ford,Ford Territory Trend 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,755000000
2958,Kia,Kia Morning Premium AT - 2023,2023,Hatchback,5,Xăng,1.25,Lắp ráp trong nước,Số tự động,419000000
2959,Ford,Ford Everest Sport 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1178000000
2960,Ford,Ford Everest Sport 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1100000000
2961,VinFast,VinFast Lux A 2.0 Nâng cao - 2022,2022,Sedan,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,1048000000
2962,Hyundai,Hyundai SantaFe Premium 2.2D - Có Xe - 2022,2022,SUV,7,Dầu,0.0,Lắp ráp trong nước,Số tự động,1210000000
2963,VinFast,VinFast VF8 Plus - 2023,2023,SUV,5,Điện,0.2,Lắp ráp trong nước,Số tự động,1270000000
2964,Nissan,Nissan Kicks e-Power V - 2022,2022,SUV,5,Hybrid,1.2,Nhập khẩu,Số tự động,758000000
2965,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,688000000
2966,Ford,Ford Everest Titanium 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1250000000
2967,VinFast,VinFast VF e34 AT - 2023,2023,Crossover,5,Điện,0.1,Lắp ráp trong nước,Số tự động,710000000
2968,Ford,Ford Territory Titanium 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,899000000
2969,Ford,Ford Territory Titanium X 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,880000000
2970,Hyundai,Hyundai Tucson 2.0 AT Đặc biệt - 2023,2023,Crossover,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,920000000
2971,Toyota,Toyota Corolla altis 1.8V - 2023,2023,Sedan,5,Xăng,1.8,Nhập khẩu,Số tự động,730000000
2972,Toyota,Toyota Vios G 1.5 CVT - 2023,2023,Sedan,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,562000000
2973,Ford,Ford Transit Tiêu chuẩn - 2023,2023,Van/Minivan,16,Dầu,2.2,Lắp ráp trong nước,Số tay,845000000
2974,VinFast,VinFast Lux A 2.0 Cao cấp - 2022,2022,Sedan,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,1006000000
2975,Toyota,Toyota Camry 2.0Q - 2022,2022,Sedan,5,Xăng,2.0,Nhập khẩu,Số tự động,1180000000
2976,Ford,Ford Everest Titanium 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1250000000
2977,Hyundai,Hyundai i10 1.2 AT - 2023,2023,Hatchback,5,Xăng,1.25,Lắp ráp trong nước,Số tự động,408000000
2978,Hyundai,Hyundai Creta Tiêu chuẩn 1.5 AT - 2022,2022,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,620000000
2979,Honda,Honda HRV L - 2023,2023,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,826000000
2980,Kia,Kia Carens 1.5G IVT - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,654000000
2981,Mazda,Mazda CX5 Deluxe 2.0 AT - 2023,2023,SUV,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,759000000
2982,MG,MG ZS Luxury 1.5 AT 2WD - 2022,2022,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,608000000
2983,VinFast,VinFast VF8 Plus - 2022,2022,SUV,5,Điện,0.2,Lắp ráp trong nước,Số tự động,999000000
2984,Peugeot,Peugeot 3008 AT - 2023,2023,Crossover,5,Xăng,1.6,Lắp ráp trong nước,Số tự động,999000000
2985,Kia,Kia Carens 1.5G Luxury - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,684000000
2986,Ford,Ford Everest Titanium Plus 2.0L 4x4 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1475000000
2987,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,965000000
2988,Toyota,Toyota Corolla altis 1.8V - 2023,2023,Sedan,5,Xăng,1.8,Nhập khẩu,Số tự động,722000000
2989,Hyundai,Hyundai Tucson 2.0 AT Tiêu chuẩn - 2023,2023,Crossover,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,855000000
2990,Isuzu,Isuzu Dmax LS 1.9L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,1.9,Nhập khẩu,Số tự động,590000000
2991,Peugeot,Peugeot 2008 GT Line 1.2 AT - 2022,2022,Crossover,5,Xăng,1.2,Lắp ráp trong nước,Số tự động,823000000
2992,VinFast,VinFast VF8 Plus - 2022,2022,SUV,5,Điện,0.2,Lắp ráp trong nước,Số tự động,940000000
2993,Volkswagen,Volkswagen T-Cross Elegance 1.0 AT - 2022,2022,Crossover,5,Xăng,1.0,Nhập khẩu,Số tự động,1099000000
2994,Toyota,Toyota Avanza Premio 1.5 MT - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tay,558000000
2995,Honda,Honda CRV G - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,1048000000
2996,Ford,Ford Everest Titanium Plus 2.0L 4x4 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1468000000
2997,Honda,Honda City RS 1.5 AT - 2023,2023,Sedan,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,544000000
2998,Toyota,Toyota Corolla altis 1.8V - 2022,2022,Sedan,5,Xăng,1.8,Nhập khẩu,Số tự động,715000000
2999,Kia,Kia Soluto 1.4 MT Deluxe - 2022,2022,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tay,411000000
3000,Hyundai,Hyundai Creta Đặc Biệt - Có Xe - 2022,2022,Crossover,5,Xăng,0.0,Nhập khẩu,Số tự động,625000000
3001,Hyundai,Hyundai SantaFe Tiêu chuẩn 2.5L - 2023,2023,SUV,7,Xăng,2.5,Lắp ráp trong nước,Số tự động,980000000
3002,Hyundai,Hyundai Accent 1.4 AT Đặc Biệt - 2022,2022,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tự động,502000000
3003,Hyundai,Hyundai i10 1.2 AT - 2023,2023,Hatchback,5,Xăng,1.25,Lắp ráp trong nước,Số tự động,402000000
3004,Hyundai,Hyundai Tucson 1.6 AT Turbo HTRAC Đặc biệt - 2023,2023,Crossover,5,Xăng,1.6,Lắp ráp trong nước,Số tự động,1020000000
3005,Mitsubishi,Mitsubishi Attrage 1.2 CVT - 2022,2022,Sedan,5,Xăng,1.2,Nhập khẩu,Số tự động,440000000
3006,Mitsubishi,Mitsubishi Outlander Premium 2.0 CVT - 2022,2022,SUV,7,Xăng,2.0,Lắp ráp trong nước,Số tự động,850000000
3007,Mitsubishi,Mitsubishi Pajero Sport 2.4D 4x2 AT - 2022,2022,SUV,7,Dầu,2.4,Nhập khẩu,Số tự động,1040000000
3008,Mitsubishi,Mitsubishi Pajero Sport 2.4D 4x2 AT - 2022,2022,SUV,7,Dầu,2.4,Nhập khẩu,Số tự động,1039000000
3009,Mitsubishi,Mitsubishi Xpander Cross 1.5 AT - 2023,2023,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,680000000
3010,Mitsubishi,Mitsubishi Xpander Premium 1.5 AT - 2022,2022,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,605000000
3011,Mitsubishi,Mitsubishi Xpander Premium 1.5 AT - 2022,2022,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,605000000
3012,Mitsubishi,Mitsubishi Outlander 2.0 CVT - 2022,2022,SUV,7,Xăng,2.0,Lắp ráp trong nước,Số tự động,750000000
3013,Mitsubishi,Mitsubishi Xpander 1.5 AT - 2022,2022,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,520000000
3014,Hyundai,Hyundai Elantra Sports N-LINE - 2022,2022,Sedan,5,Xăng,0.0,Lắp ráp trong nước,Số tự động,700000000
3015,Mitsubishi,Mitsubishi Outlander Premium 2.0 CVT - 2023,2023,SUV,7,Xăng,2.0,Lắp ráp trong nước,Số tự động,820000000
3016,Honda,Honda Accord 1.5 AT - 2023,2023,Sedan,5,Xăng,1.5,Nhập khẩu,Số tự động,1329000000
3017,Ford,Ford Transit Tiêu chuẩn - 2023,2023,Van/Minivan,16,Dầu,2.2,Lắp ráp trong nước,Số tay,805000000
3018,Ford,Ford Transit Tiêu chuẩn - 2023,2023,Van/Minivan,16,Dầu,2.2,Lắp ráp trong nước,Số tay,805000000
3019,Ford,Ford Everest Titanium Plus 2.0L 4x4 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1400000000
3020,Ford,Ford Everest Titanium 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1244000000
3021,Ford,Ford Everest Titanium Plus 2.0L 4x4 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1400000000
3022,Ford,Ford Ranger Raptor 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Nhập khẩu,Số tự động,1299000000
3023,Ford,Ford Everest Sport 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1178000000
3024,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,638000000
3025,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,638000000
3026,Ford,Ford Ranger XLS 2.0L 4x2 MT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tay,595000000
3027,Ford,Ford Everest Sport 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1178000000
3028,Ford,Ford Everest Titanium 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1244000000
3029,Volkswagen,Volkswagen Virtus Elegance 1.0 AT - 2022,2022,Sedan,5,Xăng,1.0,Nhập khẩu,Số tự động,949000000
3030,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,900000000
3031,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,900000000
3032,Volkswagen,Volkswagen Polo 1.6 AT - 2022,2022,Hatchback,5,Xăng,1.6,Nhập khẩu,Số tự động,695000000
3033,Ford,Ford Ranger Raptor 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Nhập khẩu,Số tự động,1299000000
3034,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,900000000
3035,Ford,Ford Territory Titanium X 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,870000000
3036,Ford,Ford Territory Titanium 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,839000000
3037,Ford,Ford Territory Titanium X 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,870000000
3038,Ford,Ford Territory Titanium 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,839000000
3039,Peugeot,Peugeot 2008 GT Line 1.2 AT - 2023,2023,Crossover,5,Xăng,1.2,Lắp ráp trong nước,Số tự động,823000000
3040,VinFast,VinFast VF9 Eco - 2023,2023,SUV,7,Điện,0.2,Lắp ráp trong nước,Số tự động,1193000000
3041,Mitsubishi,Mitsubishi Xpander Cross 1.5 AT - 2023,2023,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,698000000
3042,Mazda,Mazda 2 1.5 AT - 2022,2022,Sedan,5,Xăng,1.5,Nhập khẩu,Số tự động,426000000
3043,Mazda,Mazda 3 1.5L Luxury - 2022,2022,Sedan,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,626000000
3044,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,648000000
3045,Mazda,Mazda CX5 Premium 2.0 AT - 2022,2022,SUV,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,814000000
3046,Mazda,Mazda CX5 Deluxe 2.0 AT - 2022,2022,SUV,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,754000000
3047,VinFast,VinFast VF8 Eco - 2023,2023,SUV,5,Điện,0.2,Lắp ráp trong nước,Số tự động,968000000
3048,Hyundai,Hyundai Stargazer Tiêu chuẩn 1.5 AT - 2023,2023,Van/Minivan,7,Xăng,1.5,Nhập khẩu,Số tự động,515000000
3049,Hyundai,Hyundai Tucson 2.0 AT Đặc biệt - 2023,2023,Crossover,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,925000000
3050,Hyundai,Hyundai Elantra 1.6 AT Đặc biệt - 2023,2023,Sedan,5,Xăng,1.6,Lắp ráp trong nước,Số tự động,654000000
3051,Ford,Ford Ranger XLS 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,716000000
3052,Ford,Ford Ranger Raptor 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Nhập khẩu,Số tự động,1290000000
3053,Mitsubishi,Mitsubishi Xpander Premium 1.5 AT - 2023,2023,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,648000000
3054,Toyota,Toyota Camry 2.0Q - 2023,2023,Sedan,5,Xăng,2.0,Nhập khẩu,Số tự động,1185000000
3055,Ford,Ford Ranger XLS 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,726000000
3056,Ford,Ford Transit Tiêu chuẩn - 2023,2023,Van/Minivan,16,Dầu,2.2,Lắp ráp trong nước,Số tay,820000000
3057,VinFast,VinFast VF8 Plus - 2023,2023,SUV,5,Điện,0.2,Lắp ráp trong nước,Số tự động,1087000000
3058,Hyundai,Hyundai Creta Đặc biệt 1.5 AT - 2023,2023,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,650000000
3059,Mitsubishi,Mitsubishi Attrage 1.2 MT - 2023,2023,Sedan,5,Xăng,1.2,Nhập khẩu,Số tay,380000000
